Компания,Город,name,region.y,industry,size_cat,year,code_okved,firts_number_okved,ind,employees,income,expenses,receivables,assets,passive,nwc,equity,total_debt,sales,cgs,commercial,ebt,eat,ebit,labor_costs,net_profit_margin,ros
Пумори-северо-запад,Санкт-Петербург,"ПУМОРИ-СЕВЕРО- ЗАПАД, ООО",Санкт-Петербург,Торговля оптовая станками,Малые предприятия,2017,46.62,46.0,torgovlya,58.0,1038257.0,1013248.0,515787.0,867792.0,867792.0,350529.0,221897.0,645895.0,949605.0,692501.0,187600.0,25010.0,17524.0,37923.0,93106.0,0.0,0.0
Р.С.В.П. (R.S.V.P.),Москва,"Р.С.В.П., ООО",Москва,Деятельность рекламных агентств,Малые предприятия,2017,73.11,73.0,reklama,55.0,544059.0,500818.0,131680.0,189241.0,189241.0,63132.0,71079.0,118163.0,413831.0,231687.0,,43242.0,35280.0,43029.0,110874.0,0.0,0.0
РГ-Девелопмент,Москва,"РГ-ДЕВЕЛОПМЕНТ, ООО",Москва,"Деятельность заказчика-застройщика, генерального подрядчика",Средние предприятия,2014,71.12.2,71.0,stroitelstvo,213.0,7552130.0,4076657.0,1212402.0,12004522.0,12004522.0,2164866.0,3505049.0,8499473.0,3501635.0,2591515.0,17431.0,2904728.0,2780472.0,2982418.0,723515.0,2.0,-0.0
РДТЕХ,Москва,"РДТЕХ, АО",Москва,Разработка компьютерного программного обеспечения,Средние предприятия,2013,62.01,62.0,informacionnye_tehnologii,51.0,3102848.0,3040098.0,546698.0,850273.0,850273.0,178227.0,378201.0,472072.0,2256291.0,2111576.0,1654.0,46167.0,34732.0,51161.0,128242.0,0.0,0.0
РЖД – Цифровые пассажирские решения (ранее Инновационная мобильность),Москва,"РЖД-ЦИФРОВЫЕ ПАССАЖИРСКИЕ РЕШЕНИЯ, ООО",Москва,"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность",Средние предприятия,2017,63.11,63.0,informacionnye_tehnologii,53.0,530138.0,404298.0,121473.0,1383195.0,1383195.0,135924.0,391393.0,991802.0,493128.0,221171.0,11390.0,125840.0,98331.0,97837.0,181007.0,0.0,0.0
РЖД-Технологии,Москва,"РЖД-ТЕХНОЛОГИИ, ООО",Москва,Деятельность консультативная и работы в области компьютерных технологий,Средние предприятия,2019,62.02,62.0,informacionnye_tehnologii,59.0,727492.0,566190.0,306890.0,1327336.0,1327336.0,111381.0,265068.0,1095600.0,656160.0,487788.0,,161302.0,137548.0,166543.0,235140.0,0.0,0.0
РКС Девелопмент,Москва,"РКС ДЕВЕЛОПМЕНТ, ООО",Москва,Консультирование по вопросам коммерческой деятельности и управления,Малые предприятия,2014,70.22,70.0,nedvizhimost,20.0,450173.0,504680.0,406254.0,2229561.0,2229561.0,339405.0,1228210.0,1001351.0,116302.0,893.0,,-59207.0,-62806.0,-78871.0,51271.0,-1.0,0.0
"РМ-Терекс (RM-Terex), Русские Машины",Москва,"РМ-ТЕРЕКС, ООО",Москва,Торговля оптовая машинами и оборудованием для добычи полезных ископаемых и строительства,Средние предприятия,2013,46.63,46.0,mashinostroenie,62.0,4240055.0,4233520.0,679582.0,1647791.0,1647791.0,700421.0,578953.0,1068838.0,4443971.0,4098170.0,146321.0,26461.0,21783.0,-17231.0,210706.0,0.0,0.0
"РОББО (ранее ScratchDuino, СкретчДуино)",Санкт-Петербург,"РОББО, АО",Санкт-Петербург,Научные исследования и разработки в области естественных и технических наук прочие,Малые предприятия,2019,72.19,72.0,elektrotehnika,25.0,197451.0,130487.0,41614.0,556937.0,556937.0,61095.0,461422.0,318340.0,170269.0,51412.0,,66963.0,66963.0,67440.0,17268.0,0.0,0.0
"РОССКАТ, ОАО",Нефтегорск,"РОССКАТ, АО",Самарская область,Производство меди,Малые предприятия,2013,24.44,24.0,mashinostroenie,98.0,4509469.0,4623289.0,2450797.0,8433691.0,8433691.0,1766861.0,1227138.0,7207304.0,8472736.0,7680543.0,158672.0,8932.0,6400.0,487304.0,403236.0,-0.0,-0.0
РСГ-Бизнес Сервис (Кортос),Москва,"РСГ-БИЗНЕС СЕРВИС, ООО",Москва,Консультирование по вопросам коммерческой деятельности и управления,Средние предприятия,2015,70.22,70.0,stroitelstvo,169.0,1507238.0,1458408.0,1367654.0,3032911.0,3032911.0,516653.0,531523.0,2501388.0,1295989.0,372083.0,17375.0,52882.0,38457.0,29462.0,766729.0,0.0,-0.0
РТК-Инвест,Москва,"РТК-ИНВЕСТ, ООО",Москва,Торговля оптовая прочими машинами и оборудованием,Малые предприятия,2019,46.69,46.0,neftyanaya_promyshlennost,9.0,393992.0,373115.0,60012.0,168898.0,168898.0,92392.0,38001.0,130897.0,339998.0,315942.0,17994.0,20877.0,19154.0,29804.0,5443.0,0.0,0.0
Расчетные решения,Москва,"РАСЧЕТНЫЕ РЕШЕНИЯ, АО",Москва,"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность",Средние предприятия,2017,63.11,63.0,informacionnye_tehnologii,153.0,1763708.0,1461363.0,1117720.0,4262497.0,4262497.0,589396.0,3498190.0,764307.0,1287894.0,926261.0,75.0,302344.0,266314.0,-51995.0,530690.0,0.0,0.0
Реавиз,Самара,"РЕАВИЗ, МЕДИЦИНСКИЙ УНИВЕРСИТЕТ",Самарская область,Образование высшее,Средние предприятия,2013,85.22,85.0,farmacevtika,,,,609890.0,989230.0,989230.0,513831.0,677165.0,750943.0,932124.0,447763.0,10360.0,37377.0,37377.0,42859.0,307036.0,0.0,0.0
"Ревтех, Реверсед Технолоджиз (ранее Эйм Хай Тех, Эйм Хай Технолоджиз)",Москва,"РЕВТЕХ, ООО",Москва,Разработка компьютерного программного обеспечения,Средние предприятия,2016,62.01,62.0,informacionnye_tehnologii,45.0,831808.0,726434.0,140337.0,354192.0,354192.0,175616.0,221193.0,132999.0,660130.0,378613.0,,93418.0,88013.0,95157.0,400427.0,0.0,0.0
Ред Софт (Red Soft),Москва,"РЕД СОФТ, ООО",Москва,Разработка компьютерного программного обеспечения,Средние предприятия,2017,62.01,62.0,informacionnye_tehnologii,138.0,503923.0,438215.0,64456.0,572604.0,572604.0,137248.0,324964.0,247640.0,486004.0,232765.0,17303.0,65708.0,63999.0,82441.0,271655.0,0.0,0.0
РеликтТ,Краснодар,"РЕЛИКТТ, ООО",Краснодарский край,"Торговля оптовая соками, минеральной водой и прочими безалкогольными напитками",Средние предприятия,2017,46.34.1,46.0,logistika,52.0,1034624.0,1031261.0,93060.0,111594.0,111594.0,27383.0,15881.0,95712.0,1030199.0,752410.0,271155.0,3364.0,2730.0,4486.0,32478.0,0.0,0.0
Ремстройгидравлика,Киров,"РЕМСТРОЙГИДРАВЛИКА, АО",Кировская область,Ремонт машин и оборудования,Малые предприятия,2013,33.12,33.0,stroitelstvo,62.0,112897.0,105485.0,7203.0,42677.0,42677.0,9269.0,4720.0,37957.0,83088.0,65579.0,10283.0,4694.0,4035.0,6473.0,23264.0,-0.0,-0.0
Рендер,Екатеринбург,"РЕНДЕР, ООО",Свердловская область,Аренда и управление собственным или арендованным нежилым недвижимым имуществом,Малые предприятия,2017,68.20.2,68.0,nedvizhimost,84.0,802141.0,668090.0,313403.0,3808873.0,3808873.0,309723.0,3101901.0,706973.0,528669.0,332598.0,,134051.0,134795.0,22374.0,112416.0,0.0,0.0
Ренессанс Актив,Владивосток,"РЕНЕССАНС АКТИВ, ООО",Приморский край,Строительство жилых и нежилых зданий,Малые предприятия,2017,41.2,41.0,stroitelstvo,38.0,1009434.0,520065.0,258446.0,1560552.0,1560552.0,269433.0,270831.0,1289721.0,990788.0,415516.0,18032.0,492651.0,494664.0,504297.0,72022.0,-10.0,0.0
Ренессанс Косметик,Барнаул,"РЕНЕССАНС КОСМЕТИК, ООО",Алтайский край,Производство парфюмерных и косметических средств,Средние предприятия,2013,20.42,20.0,himicheskaya_promyshlennost,243.0,1314509.0,1166626.0,222727.0,656341.0,656341.0,248924.0,390915.0,276617.0,1035780.0,674040.0,173639.0,98181.0,77675.0,103243.0,95991.0,0.0,0.0
Ренна-Холдинг (ТД Ренна),Москва,"РЕННА-ХОЛДИНГ, ЗАО",Москва,"Аренда интеллектуальной собственности и подобной продукции, кроме авторских прав",Малые предприятия,2017,77.4,77.0,pishhevaya_promyshlennost,86.0,619220.0,379929.0,342504.0,771746.0,771746.0,319320.0,711717.0,60029.0,509564.0,5555.0,219.0,239291.0,204863.0,161197.0,260213.0,0.0,0.0
Ригрент,Москва,"РИГРЕНТ, ООО",Москва,"Предоставление услуг по бурению, связанному с добычей нефти, газа и газового конденсата",Малые предприятия,2019,09.10.1,9.0,dobycha_poleznyh_iskopaemyh,39.0,458619.0,372824.0,152637.0,293836.0,293836.0,107001.0,112348.0,181488.0,445569.0,315379.0,3582.0,85795.0,67122.0,86603.0,47720.0,0.0,0.0
Ритейл РЦ (ранее Хелли Хансен),Москва,"РИТЕЙЛ РЦ, ООО",Москва,Торговля розничная одеждой в специализированных магазинах,Средние предприятия,2016,47.71,47.0,torgovlya,206.0,1372342.0,1214239.0,144148.0,1062213.0,1062213.0,558429.0,698772.0,363441.0,1235312.0,556691.0,408761.0,153833.0,119634.0,159848.0,169862.0,0.0,0.0
Ритм 2000,Тверь,"РИТМ-2000, ООО",Тверская область,Аренда и управление собственным или арендованным нежилым недвижимым имуществом,Средние предприятия,2013,68.20.2,68.0,torgovlya,169.0,1124394.0,959940.0,332434.0,4164146.0,4164146.0,86337.0,679849.0,3484297.0,7961416.0,6680220.0,1730498.0,81353.0,99594.0,258342.0,279790.0,0.0,0.0
Ропла,Москва,"РОПЛА, ООО",Москва,Торговля оптовая неспециализированная,Малые предприятия,2019,46.9,46.0,torgovlya,4.0,160520.0,152087.0,21408.0,58798.0,58798.0,8146.0,8164.0,50634.0,144199.0,120847.0,10764.0,8433.0,6725.0,9264.0,,0.0,0.0
Росгазификация,Москва,"РОСГАЗИФИКАЦИЯ, АО",Москва,Деятельность по управлению холдинг-компаниями,Средние предприятия,2017,70.10.2,70.0,gazovaya_promyshlennost,104.0,5313035.0,817007.0,374586.0,48325895.0,48325895.0,4177741.0,47897948.0,427947.0,547876.0,453977.0,10.0,4496028.0,4352794.0,-93079.0,185044.0,20.0,-1.0
